0 annotation: 67
1 annotation: 66
2 annotation: 64
3 annotation: 62
4 annotation: 62
5 annotation: 64
6 annotation: 64
7 annotation: 63
8 annotation: 62
9 annotation: 62
10 annotation: 61
11 annotation: 61
12 annotation: 62
13 annotation: 62
14 annotation: 63
15 annotation: 62
16 annotation: 63
17 annotation: 62
18 annotation: 62
19 annotation: 62
20 annotation: 63
21 annotation: 62
22 annotation: 61
23 annotation: 62
24 annotation: 62
  Annotated, PSIPP,   1,   0,   0,   133.717,   133.717,         0
  Annotated, PSIPP,   1,   0,  15,   158.962,   158.962,         0
Unannotated,  CCBS,   1,   0,  15,   158.962,   158.962,         0
Unannotated, PSIPP,   1,   0,  15,   158.962,   158.962,         0
  Annotated, PSIPP,   1,   0,  16,   244.673,   244.673,         0
Unannotated,  CCBS,   1,   0,  16,   244.673,   244.673,         0
Unannotated, PSIPP,   1,   0,  16,   244.673,   244.673,         0
  Annotated, PSIPP,   1,   0,  17,    89.569,    89.569,         0
Unannotated,  CCBS,   1,   0,  17,    89.569,    89.569,         0
Unannotated, PSIPP,   1,   0,  17,    89.569,    89.569,         0
  Annotated, PSIPP,   1,   0,  18,   255.552,   255.552,         0
Unannotated,  CCBS,   1,   0,  18,   255.552,   255.552,         0
Unannotated, PSIPP,   1,   0,  18,   255.552,   255.552,         0
  Annotated, PSIPP,   1,   0,  19,   107.056,   107.056,         0
Unannotated,  CCBS,   1,   0,  19,   107.056,   107.056,         0
Unannotated, PSIPP,   1,   0,  19,   107.056,   107.056,         0
  Annotated, PSIPP,   1,   0,  20,   152.882,   152.882,         0
Unannotated,  CCBS,   1,   0,  20,   152.882,   152.882,         0
Unannotated, PSIPP,   1,   0,  20,   152.882,   152.882,         0
  Annotated, PSIPP,   1,   0,  21,   164.458,   164.458,         0
Unannotated,  CCBS,   1,   0,  21,   164.458,   164.458,         0
Unannotated, PSIPP,   1,   0,  21,   164.458,   164.458,         0
  Annotated, PSIPP,   1,   0,  22,   205.500,   205.500,         0
Unannotated,  CCBS,   1,   0,  22,   205.500,   205.500,         0
Unannotated, PSIPP,   1,   0,  22,   205.500,   205.500,         0
  Annotated, PSIPP,   1,   0,  23,   109.421,   109.421,         0
Unannotated,  CCBS,   1,   0,  23,   109.421,   109.421,         0
Unannotated, PSIPP,   1,   0,  23,   109.421,   109.421,         0
  Annotated, PSIPP,   1,   0,  24,   235.812,   235.812,         0
Unannotated,  CCBS,   1,   0,  24,   235.812,   235.812,         0
Unannotated, PSIPP,   1,   0,  24,   235.812,   235.812,         0
  Annotated, PSIPP,   2,   0,   0,   233.892,   367.609,         0
Unannotated,  CCBS,   2,   0,   0,   233.892,   367.609,         6
Unannotated, PSIPP,   2,   0,   0,   233.892,   367.609,       259
  Annotated, PSIPP,   2,   0,   1,   279.683,   491.159,         0
Unannotated,  CCBS,   2,   0,   1,   279.683,   491.159,         0
Unannotated, PSIPP,   2,   0,   1,   279.683,   491.159,       449
  Annotated, PSIPP,   2,   0,   2,   237.472,   311.531,         0
Unannotated,  CCBS,   2,   0,   2,   237.472,   311.531,         0
Unannotated, PSIPP,   2,   0,   2,   237.472,   311.531,        94
  Annotated, PSIPP,   2,   0,   3,   297.026,   529.642,         0
Unannotated,  CCBS,   2,   0,   3,   297.026,   529.642,         0
Unannotated, PSIPP,   2,   0,   3,   297.026,   529.642,       512
  Annotated, PSIPP,   2,   0,   4,    79.439,   111.396,         0
Unannotated,  CCBS,   2,   0,   4,    79.439,   111.396,         0
Unannotated, PSIPP,   2,   0,   4,    79.439,   111.396,       169
  Annotated, PSIPP,   2,   0,   5,   269.953,   314.654,         0
Unannotated,  CCBS,   2,   0,   5,   269.953,   314.654,         0
Unannotated, PSIPP,   2,   0,   5,   269.953,   314.654,       629
  Annotated, PSIPP,   2,   0,   6,   250.609,   281.576,         0
Unannotated,  CCBS,   2,   0,   6,   250.609,   281.576,         0
Unannotated, PSIPP,   2,   0,   6,   250.609,   281.576,       480
  Annotated, PSIPP,   2,   0,   7,   259.996,   401.312,         0
Unannotated,  CCBS,   2,   0,   7,   259.996,   401.312,         0
Unannotated, PSIPP,   2,   0,   7,   259.996,   401.312,       480
  Annotated, PSIPP,   2,   0,   8,   229.422,   438.559,         0
Unannotated,  CCBS,   2,   0,   8,   232.255,   436.032,         0
Unannotated, PSIPP,   2,   0,   8,   229.422,   438.559,       384
  Annotated, PSIPP,   2,   0,   9,   116.364,   178.437,         0
Unannotated,  CCBS,   2,   0,   9,   116.364,   178.437,         0
Unannotated, PSIPP,   2,   0,   9,   116.364,   178.437,       222
  Annotated, PSIPP,   2,   0,  10,   190.781,   263.081,         0
Unannotated,  CCBS,   2,   0,  10,   190.781,   263.081,         0
Unannotated, PSIPP,   2,   0,  10,   190.781,   263.081,       619
  Annotated, PSIPP,   2,   0,  11,   238.241,   423.942,         0
Unannotated,  CCBS,   2,   0,  11,   238.241,   423.942,         0
Unannotated, PSIPP,   2,   0,  11,   238.241,   423.942,       485
  Annotated, PSIPP,   2,   0,  12,   172.592,   278.058,         0
Unannotated,  CCBS,   2,   0,  12,   172.592,   278.058,         0
Unannotated, PSIPP,   2,   0,  12,   172.592,   278.058,       330
  Annotated, PSIPP,   2,   0,  13,   233.470,   289.770,         0
Unannotated,  CCBS,   2,   0,  13,   233.470,   289.770,         0
Unannotated, PSIPP,   2,   0,  13,   233.470,   289.770,       490
  Annotated, PSIPP,   2,   0,  14,    75.986,   109.464,         0
Unannotated,  CCBS,   2,   0,  14,    75.986,   109.464,         0
Unannotated, PSIPP,   2,   0,  14,    75.986,   109.464,       201
  Annotated, PSIPP,   2,   0,  15,   158.962,   202.693,         0
Unannotated,  CCBS,   2,   0,  15,   158.962,   202.693,         0
Unannotated, PSIPP,   2,   0,  15,   158.962,   202.693,       255
  Annotated, PSIPP,   2,   0,  16,   244.673,   344.233,         0
Unannotated,  CCBS,   2,   0,  16,   244.673,   344.233,         0
Unannotated, PSIPP,   2,   0,  16,   244.673,   344.233,       533
  Annotated, PSIPP,   2,   0,  17,   128.080,   217.649,         0
Unannotated,  CCBS,   2,   0,  17,   120.924,   217.085,         2
Unannotated, PSIPP,   2,   0,  17,   128.080,   217.649,       124
  Annotated, PSIPP,   2,   0,  18,   255.552,   358.972,         0
Unannotated,  CCBS,   2,   0,  18,   255.552,   358.972,         0
Unannotated, PSIPP,   2,   0,  18,   255.552,   358.972,       524
  Annotated, PSIPP,   2,   0,  19,   207.566,   314.621,         0
Unannotated,  CCBS,   2,   0,  19,   207.566,   314.621,         0
Unannotated, PSIPP,   2,   0,  19,   207.566,   314.621,       364
  Annotated, PSIPP,   2,   0,  20,   183.697,   336.578,         0
Unannotated,  CCBS,   2,   0,  20,   183.697,   336.578,         0
Unannotated, PSIPP,   2,   0,  20,   183.697,   336.578,       437
  Annotated, PSIPP,   2,   0,  21,   164.458,   186.945,         0
Unannotated,  CCBS,   2,   0,  21,   164.458,   186.945,         0
Unannotated, PSIPP,   2,   0,  21,   164.458,   186.945,       352
  Annotated, PSIPP,   2,   0,  22,   205.500,   359.416,         0
Unannotated,  CCBS,   2,   0,  22,   205.500,   359.416,         0
Unannotated, PSIPP,   2,   0,  22,   205.500,   359.416,       392
  Annotated, PSIPP,   2,   0,  23,   109.421,   142.226,         0
Unannotated,  CCBS,   2,   0,  23,   109.421,   142.226,         1
Unannotated, PSIPP,   2,   0,  23,   109.421,   142.226,       158
  Annotated, PSIPP,   2,   0,  24,   306.324,   542.136,         0
Unannotated,  CCBS,   2,   0,  24,   306.324,   542.136,         6
Unannotated, PSIPP,   2,   0,  24,   306.324,   542.136,       531
  Annotated, PSIPP,   3,   0,   0,   233.892,   507.760,         0
Unannotated,  CCBS,   3,   0,   0,   233.892,   507.760,       130
Unannotated, PSIPP,   3,   0,   0,   233.892,   507.760,       644
  Annotated, PSIPP,   3,   0,   1,   303.724,   794.883,         0
Unannotated,  CCBS,   3,   0,   1,   295.056,   786.284,         1
Unannotated, PSIPP,   3,   0,   1,   303.724,   794.883,      1092
  Annotated, PSIPP,   3,   0,   2,   237.472,   490.523,         0
Unannotated,  CCBS,   3,   0,   2,   237.472,   490.523,         1
Unannotated, PSIPP,   3,   0,   2,   237.472,   490.523,       512
  Annotated, PSIPP,   3,   0,   3,   297.026,   735.028,         0
Unannotated,  CCBS,   3,   0,   3,   297.026,   735.028,         1
Unannotated, PSIPP,   3,   0,   3,   297.026,   735.028,      1033
  Annotated, PSIPP,   3,   0,   4,   220.086,   331.482,         0
Unannotated,  CCBS,   3,   0,   4,   220.086,   331.482,         1
Unannotated, PSIPP,   3,   0,   4,   220.086,   331.482,       221
  Annotated, PSIPP,   3,   0,   5,   270.257,   584.911,         0
Unannotated,  CCBS,   3,   0,   5,   270.257,   584.911,         1
Unannotated, PSIPP,   3,   0,   5,   270.257,   584.911,       727
  Annotated, PSIPP,   3,   0,   6,   250.609,   450.987,         0
Unannotated,  CCBS,   3,   0,   6,   250.609,   450.987,         1
Unannotated, PSIPP,   3,   0,   6,   250.609,   450.987,       528
  Annotated, PSIPP,   3,   0,   7,   259.996,   628.414,         0
Unannotated,  CCBS,   3,   0,   7,   259.996,   628.414,         1
Unannotated, PSIPP,   3,   0,   7,   259.996,   628.414,       794
  Annotated, PSIPP,   3,   0,   8,   229.422,   445.508,         0
Unannotated,  CCBS,   3,   0,   8,   232.255,   442.982,         1
Unannotated, PSIPP,   3,   0,   8,   229.422,   445.508,       763
  Annotated, PSIPP,   3,   0,   9,   254.961,   433.398,         0
Unannotated,  CCBS,   3,   0,   9,   254.961,   433.398,         1
Unannotated, PSIPP,   3,   0,   9,   254.961,   433.398,       355
  Annotated, PSIPP,   3,   0,  10,   190.781,   373.874,         0
Unannotated,  CCBS,   3,   0,  10,   190.781,   373.874,         1
Unannotated, PSIPP,   3,   0,  10,   190.781,   373.874,       795
  Annotated, PSIPP,   3,   0,  11,   238.241,   573.085,         0
Unannotated,  CCBS,   3,   0,  11,   238.241,   573.085,         1
Unannotated, PSIPP,   3,   0,  11,   238.241,   573.085,      1064
  Annotated, PSIPP,   3,   0,  12,   196.197,   474.254,         0
Unannotated,  CCBS,   3,   0,  12,   196.197,   474.254,         1
Unannotated, PSIPP,   3,   0,  12,   196.197,   474.254,       608
  Annotated, PSIPP,   3,   0,  13,   264.926,   554.696,         0
Unannotated,  CCBS,   3,   0,  13,   250.921,   545.692,        75
Unannotated, PSIPP,   3,   0,  13,   264.926,   554.696,       558
  Annotated, PSIPP,   3,   0,  14,   216.037,   325.502,         0
Unannotated,  CCBS,   3,   0,  14,   216.037,   325.502,         1
Unannotated, PSIPP,   3,   0,  14,   216.037,   325.502,       232
  Annotated, PSIPP,   3,   0,  15,   192.714,   395.407,         0
Unannotated,  CCBS,   3,   0,  15,   192.714,   395.407,         1
Unannotated, PSIPP,   3,   0,  15,   192.714,   395.407,       404
  Annotated, PSIPP,   3,   0,  16,   244.673,   463.455,         0
Unannotated,  CCBS,   3,   0,  16,   244.673,   463.455,         1
Unannotated, PSIPP,   3,   0,  16,   244.673,   463.455,       710
  Annotated, PSIPP,   3,   0,  17,   128.080,   320.293,         0
Unannotated,  CCBS,   3,   0,  17,   120.924,   319.728,         2
Unannotated, PSIPP,   3,   0,  17,   128.080,   320.293,       339
  Annotated, PSIPP,   3,   0,  18,   255.552,   478.445,         0
Unannotated,  CCBS,   3,   0,  18,   255.552,   478.445,         1
Unannotated, PSIPP,   3,   0,  18,   255.552,   478.445,       758
  Annotated, PSIPP,   3,   0,  19,   207.566,   468.161,         0
Unannotated,  CCBS,   3,   0,  19,   207.566,   468.161,         1
Unannotated, PSIPP,   3,   0,  19,   207.566,   468.161,       801
  Annotated, PSIPP,   3,   0,  21,   262.469,   449.414,         0
Unannotated,  CCBS,   3,   0,  21,   262.469,   449.414,         1
Unannotated, PSIPP,   3,   0,  21,   262.469,   449.414,       382
  Annotated, PSIPP,   3,   0,  22,   205.500,   473.498,         0
Unannotated,  CCBS,   3,   0,  22,   205.500,   473.498,         1
Unannotated, PSIPP,   3,   0,  22,   205.500,   473.498,       704
  Annotated, PSIPP,   3,   0,  23,   233.544,   375.770,         0
Unannotated,  CCBS,   3,   0,  23,   233.544,   375.770,         1
Unannotated, PSIPP,   3,   0,  23,   233.544,   375.770,       211
  Annotated, PSIPP,   3,   0,  24,   306.324,   655.631,         0
Unannotated,  CCBS,   3,   0,  24,   306.894,   650.807,        12
Unannotated, PSIPP,   3,   0,  24,   306.324,   655.631,      1195
  Annotated, PSIPP,   4,   0,   0,   233.892,   527.905,         0
Unannotated,  CCBS,   4,   0,   0,   233.892,   527.905,       133
Unannotated, PSIPP,   4,   0,   0,   233.892,   527.905,       868
  Annotated, PSIPP,   4,   0,   1,   303.724,   863.783,         1
Unannotated,  CCBS,   4,   0,   1,   295.056,   855.183,         2
Unannotated, PSIPP,   4,   0,   1,   303.724,   863.783,      1775
  Annotated, PSIPP,   4,   0,   2,   237.472,   692.387,         0
Unannotated,  CCBS,   4,   0,   2,   237.472,   692.387,         1
Unannotated, PSIPP,   4,   0,   2,   237.472,   692.387,       906
  Annotated, PSIPP,   4,   0,   3,   297.026,   770.068,         0
Unannotated,  CCBS,   4,   0,   3,   297.026,   770.068,         1
Unannotated, PSIPP,   4,   0,   3,   297.026,   770.068,      1498
  Annotated, PSIPP,   4,   0,   4,   220.086,   534.311,         0
Unannotated,  CCBS,   4,   0,   4,   220.086,   532.073,         2
Unannotated, PSIPP,   4,   0,   4,   220.086,   534.311,       659
  Annotated, PSIPP,   4,   0,   5,   270.257,   799.287,         0
Unannotated,  CCBS,   4,   0,   5,   270.257,   799.287,         1
Unannotated, PSIPP,   4,   0,   5,   270.257,   799.287,      1195
  Annotated, PSIPP,   4,   0,   6,   250.609,   542.378,         0
Unannotated,  CCBS,   4,   0,   6,   250.609,   542.378,         1
Unannotated, PSIPP,   4,   0,   6,   250.609,   542.378,       757
  Annotated, PSIPP,   4,   0,   7,   259.996,   879.144,         0
Unannotated,  CCBS,   4,   0,   7,   260.150,   875.351,         1
Unannotated, PSIPP,   4,   0,   7,   259.996,   879.144,      1239
  Annotated, PSIPP,   4,   0,   8,   229.422,   674.193,         0
Unannotated,  CCBS,   4,   0,   8,   235.643,   670.275,         1
Unannotated, PSIPP,   4,   0,   8,   229.422,   674.193,       777
  Annotated, PSIPP,   4,   0,   9,   254.961,   593.731,         0
Unannotated,  CCBS,   4,   0,   9,   254.961,   593.731,         1
Unannotated, PSIPP,   4,   0,   9,   254.961,   593.731,       829
  Annotated, PSIPP,   4,   0,  10,   190.781,   550.172,         0
Unannotated,  CCBS,   4,   0,  10,   190.781,   550.172,         1
Unannotated, PSIPP,   4,   0,  10,   190.781,   550.172,       964
  Annotated, PSIPP,   4,   0,  11,   238.241,   600.071,         0
Unannotated,  CCBS,   4,   0,  11,   238.241,   600.071,         1
Unannotated, PSIPP,   4,   0,  11,   238.241,   600.071,      1463
  Annotated, PSIPP,   4,   0,  12,   214.118,   688.372,         0
Unannotated,  CCBS,   4,   0,  12,   214.118,   688.372,         1
Unannotated, PSIPP,   4,   0,  12,   214.118,   688.372,      1011
  Annotated, PSIPP,   4,   0,  13,   295.811,   850.506,         0
Unannotated,  CCBS,   4,   0,  13,   278.996,   827.842,        10
Unannotated, PSIPP,   4,   0,  13,   295.811,   850.506,      1059
  Annotated, PSIPP,   4,   0,  14,   216.037,   490.614,         0
Unannotated,  CCBS,   4,   0,  14,   216.037,   490.614,         2
Unannotated, PSIPP,   4,   0,  14,   216.037,   490.614,       636
  Annotated, PSIPP,   4,   0,  15,   235.759,   631.166,         0
Unannotated,  CCBS,   4,   0,  15,   235.759,   631.166,         1
Unannotated, PSIPP,   4,   0,  15,   235.759,   631.166,       957
  Annotated, PSIPP,   4,   0,  16,   244.673,   619.210,         0
Unannotated,  CCBS,   4,   0,  16,   244.673,   619.210,         1
Unannotated, PSIPP,   4,   0,  16,   244.673,   619.210,      1149
  Annotated, PSIPP,   4,   0,  17,   286.793,   607.085,         0
Unannotated,  CCBS,   4,   0,  17,   286.793,   606.521,         3
Unannotated, PSIPP,   4,   0,  17,   286.793,   607.085,       723
  Annotated, PSIPP,   4,   0,  18,   255.552,   615.140,         0
Unannotated,  CCBS,   4,   0,  18,   255.552,   615.140,         1
Unannotated, PSIPP,   4,   0,  18,   255.552,   615.140,       998
  Annotated, PSIPP,   4,   0,  19,   207.566,   646.214,         0
Unannotated,  CCBS,   4,   0,  19,   207.566,   646.214,         1
Unannotated, PSIPP,   4,   0,  19,   207.566,   646.214,      1097
  Annotated, PSIPP,   4,   0,  21,   262.469,   562.907,         0
Unannotated,  CCBS,   4,   0,  21,   262.469,   562.907,         1
Unannotated, PSIPP,   4,   0,  21,   262.469,   562.907,       895
  Annotated, PSIPP,   4,   0,  22,   205.500,   600.409,         0
Unannotated,  CCBS,   4,   0,  22,   205.500,   600.409,         1
Unannotated, PSIPP,   4,   0,  22,   205.500,   600.409,       938
  Annotated, PSIPP,   4,   0,  23,   233.544,   604.852,         0
Unannotated,  CCBS,   4,   0,  23,   233.544,   604.852,         1
Unannotated, PSIPP,   4,   0,  23,   233.544,   604.852,       676
  Annotated, PSIPP,   4,   0,  24,   306.324,   916.242,         0
Unannotated,  CCBS,   4,   0,  24,   306.894,   902.334,        12
Unannotated, PSIPP,   4,   0,  24,   306.324,   916.242,      1336
  Annotated, PSIPP,   5,   0,   0,   233.892,   628.385,         0
Unannotated,  CCBS,   5,   0,   0,   233.892,   628.385,       137
Unannotated, PSIPP,   5,   0,   0,   233.892,   628.385,       921
  Annotated, PSIPP,   5,   0,   1,   303.724,  1087.057,         1
Unannotated,  CCBS,   5,   0,   1,   297.022,   935.248,         6
Unannotated, PSIPP,   5,   0,   1,   303.724,  1087.057,      1930
  Annotated, PSIPP,   5,   0,   2,   237.472,   865.851,         0
Unannotated,  CCBS,   5,   0,   2,   237.472,   865.851,         1
Unannotated, PSIPP,   5,   0,   2,   237.472,   865.851,      1406
  Annotated, PSIPP,   5,   0,   3,   297.026,   891.778,         1
Unannotated,  CCBS,   5,   0,   3,   297.026,   891.778,         1
Unannotated, PSIPP,   5,   0,   3,   297.026,   891.778,      1557
  Annotated, PSIPP,   5,   0,   4,   220.086,   616.628,         0
Unannotated,  CCBS,   5,   0,   4,   220.086,   614.389,         2
Unannotated, PSIPP,   5,   0,   4,   220.086,   616.628,      1137
  Annotated, PSIPP,   5,   0,   5,   270.257,   912.420,         0
Unannotated,  CCBS,   5,   0,   5,   270.257,   912.420,         1
Unannotated, PSIPP,   5,   0,   5,   270.257,   912.420,      1882
  Annotated, PSIPP,   5,   0,   6,   250.609,   566.859,         0
Unannotated,  CCBS,   5,   0,   6,   250.609,   566.859,         1
Unannotated, PSIPP,   5,   0,   6,   250.609,   566.859,      1037
  Annotated, PSIPP,   5,   0,   7,   259.996,  1001.356,         1
Unannotated,  CCBS,   5,   0,   7,   260.150,   997.563,         2
Unannotated, PSIPP,   5,   0,   7,   259.996,  1001.356,      1825
  Annotated, PSIPP,   5,   0,   8,   229.422,   901.664,         0
Unannotated,  CCBS,   5,   0,   8,   235.643,   892.288,         2
Unannotated, PSIPP,   5,   0,   8,   229.422,   901.664,      1124
  Annotated, PSIPP,   5,   0,   9,   254.961,   786.640,         0
Unannotated,  CCBS,   5,   0,   9,   254.961,   786.640,         1
Unannotated, PSIPP,   5,   0,   9,   254.961,   786.640,      1033
  Annotated, PSIPP,   5,   0,  10,   190.781,   616.046,         0
Unannotated,  CCBS,   5,   0,  10,   190.781,   616.046,         1
Unannotated, PSIPP,   5,   0,  10,   190.781,   616.046,      1388
  Annotated, PSIPP,   5,   0,  11,   238.241,   774.312,         0
Unannotated,  CCBS,   5,   0,  11,   238.241,   774.312,         1
Unannotated, PSIPP,   5,   0,  11,   238.241,   774.312,      1536
  Annotated, PSIPP,   5,   0,  12,   214.118,   770.079,         0
Unannotated,  CCBS,   5,   0,  12,   214.118,   770.079,         1
Unannotated, PSIPP,   5,   0,  12,   214.118,   770.079,      1559
  Annotated, PSIPP,   5,   0,  13,   295.811,   871.958,         0
Unannotated,  CCBS,   5,   0,  13,   278.996,   849.670,        11
Unannotated, PSIPP,   5,   0,  13,   295.811,   871.958,      1614
  Annotated, PSIPP,   5,   0,  14,   216.037,   582.568,         0
Unannotated,  CCBS,   5,   0,  14,   216.037,   582.568,         2
Unannotated, PSIPP,   5,   0,  14,   216.037,   582.568,       973
  Annotated, PSIPP,   5,   0,  15,   235.759,   845.029,         0
Unannotated,  CCBS,   5,   0,  15,   235.759,   845.029,         1
Unannotated, PSIPP,   5,   0,  15,   235.759,   845.029,      1458
  Annotated, PSIPP,   5,   0,  16,   244.673,   807.625,         0
Unannotated,  CCBS,   5,   0,  16,   244.673,   807.625,         4
Unannotated, PSIPP,   5,   0,  16,   244.673,   807.625,      1498
  Annotated, PSIPP,   5,   0,  17,   286.793,   752.236,         0
Unannotated,  CCBS,   5,   0,  17,   286.793,   751.671,         4
Unannotated, PSIPP,   5,   0,  17,   286.793,   752.236,      1385
  Annotated, PSIPP,   5,   0,  18,   255.552,   687.729,         0
Unannotated,  CCBS,   5,   0,  18,   255.552,   687.729,         1
Unannotated, PSIPP,   5,   0,  18,   255.552,   687.729,      1374
  Annotated, PSIPP,   5,   0,  19,   239.065,   885.279,         0
Unannotated,  CCBS,   5,   0,  19,   239.065,   885.279,         1
Unannotated, PSIPP,   5,   0,  19,   239.065,   885.279,      1325
  Annotated, PSIPP,   5,   0,  21,   284.332,   847.239,         0
Unannotated,  CCBS,   5,   0,  21,   284.332,   847.239,         1
Unannotated, PSIPP,   5,   0,  21,   284.332,   847.239,      1156
  Annotated, PSIPP,   5,   0,  22,   205.500,   692.695,         0
Unannotated,  CCBS,   5,   0,  22,   205.500,   692.695,         1
Unannotated, PSIPP,   5,   0,  22,   205.500,   692.695,      1144
  Annotated, PSIPP,   5,   0,  23,   233.544,   810.148,         0
Unannotated,  CCBS,   5,   0,  23,   233.544,   810.148,         1
Unannotated, PSIPP,   5,   0,  23,   233.544,   810.148,      1090
  Annotated, PSIPP,   5,   0,  24,   306.324,  1128.348,         1
Unannotated,  CCBS,   5,   0,  24,   306.894,  1114.440,        41
Unannotated, PSIPP,   5,   0,  24,   306.324,  1128.348,      1782
  Annotated, PSIPP,   6,   0,   0,   233.892,   850.214,         0
Unannotated,  CCBS,   6,   0,   0,   233.892,   850.214,       145
Unannotated, PSIPP,   6,   0,   0,   233.892,   850.214,      1140
  Annotated, PSIPP,   6,   0,   1,   303.724,  1131.725,         1
Unannotated,  CCBS,   6,   0,   1,   297.022,   979.916,         6
Unannotated, PSIPP,   6,   0,   1,   303.724,  1131.725,      2107
  Annotated, PSIPP,   6,   0,   2,   237.472,   922.303,         0
Unannotated,  CCBS,   6,   0,   2,   237.472,   922.303,         1
Unannotated, PSIPP,   6,   0,   2,   237.472,   922.303,      1769
  Annotated, PSIPP,   6,   0,   3,   297.026,  1112.805,         1
Unannotated,  CCBS,   6,   0,   3,   297.026,  1112.805,         1
Unannotated, PSIPP,   6,   0,   3,   297.026,  1112.805,      1825
  Annotated, PSIPP,   6,   0,   4,   220.086,   729.683,         0
Unannotated,  CCBS,   6,   0,   4,   220.086,   727.445,         3
Unannotated, PSIPP,   6,   0,   4,   220.086,   729.683,      1299
  Annotated, PSIPP,   6,   0,   5,   270.257,   954.633,         0
Unannotated,  CCBS,   6,   0,   5,   270.257,   954.633,         2
Unannotated, PSIPP,   6,   0,   5,   270.257,   954.633,      2169
  Annotated, PSIPP,   6,   0,   6,   250.609,   764.193,         0
Unannotated,  CCBS,   6,   0,   6,   250.609,   764.193,         1
Unannotated, PSIPP,   6,   0,   6,   250.609,   764.193,      1048
  Annotated, PSIPP,   6,   0,   7,   259.996,  1029.020,         1
Unannotated,  CCBS,   6,   0,   7,   260.150,  1025.227,         2
Unannotated, PSIPP,   6,   0,   7,   259.996,  1029.020,      2120
  Annotated, PSIPP,   6,   0,   8,   229.422,  1072.398,         1
Unannotated,  CCBS,   6,   0,   8,   235.643,  1063.021,         3
Unannotated, PSIPP,   6,   0,   8,   229.422,  1072.398,      1635
  Annotated, PSIPP,   6,   0,   9,   305.905,  1092.545,         0
Unannotated,  CCBS,   6,   0,   9,   305.905,  1092.545,         2
